,Brand Name,Review,Review Date,Review Website,Star Ratings
283,Jeep Compass,I love this Jeep!,"                by Moondog                from Rocky Point, NY                on Fri Apr 13 2018",www.cars.com,5
284,Jeep Compass,Nicest car interior I have owned,"                by Jeffer83                from Thunder Bay, Ontario                on Mon Aug 20 2018",www.cars.com,5
285,Jeep Compass,Amazing!,"                by CatBat                from Boston, MA                on Mon Jun 04 2018",www.cars.com,5
286,Jeep Compass,Love it!,                by RoxyB                from Janesville WI                on Mon Nov 27 2017,www.cars.com,5
287,Jeep Compass,awesome car,                by Wamikeschmidt                on Sun Jun 03 2018,www.cars.com,5
288,Jeep Compass,Best Jeep I've leased,                by foxwomyn                from Warren MI                on Wed Feb 07 2018,www.cars.com,5
289,Jeep Compass,This is very easy to drive. Drove great in snow.,"                by mamaboley                from 9833 Louisville st , Ohio                on Wed Apr 25 2018",www.cars.com,5
290,Jeep Compass,Compass is good value,                by JJS                from Old orchard beach                on Sat Nov 24 2018,www.cars.com,5
291,Jeep Compass,We own a few Jeeps in our family and love em!,"                by Jeep Family                from St. Paul, MN                on Fri Nov 23 2018",www.cars.com,5
292,Jeep Compass,Love my car!,"                by kqfields21                from Hendersonville, TN                on Wed Nov 21 2018",www.cars.com,5
293,Jeep Compass,Best Vehicle Ever!,"                by Josslyncm                from Clinton, md                on Fri Nov 16 2018",www.cars.com,5
294,Jeep Compass,Couldn't be happier in my first brand new car,"                by BriIN                from West Lafayette,IN                on Thu Nov 15 2018",www.cars.com,5
295,Jeep Compass,Love it!,                by RoxyB                from Janesville WI                on Mon Nov 27 2017,www.cars.com,5
296,Jeep Compass,LOVE IT!,"                by Margmn                from Battle Lake, MN                on Mon Nov 12 2018",www.cars.com,5
297,Jeep Compass,Well priced and very stylish suv,"                by Pumpkinpie1203                from Estero, Florida                on Mon Nov 12 2018",www.cars.com,5
298,Jeep Compass,Wonderful suv.,                by Jeepher                from Dallas texas                on Fri Nov 09 2018,www.cars.com,5
299,Jeep Compass,Most fun car I have owned,"                by NanaMathews                from Salisbury, NC                on Sun Oct 21 2018",www.cars.com,5
300,Jeep Compass,Most advanced Hi Tech vehicle we ever owned.,"                by Paul H                from Springfield, MO                on Tue Feb 27 2018",www.cars.com,5
301,Jeep Compass,Just right,                by deb1262                from Central NJ                on Sun May 20 2018,www.cars.com,5
302,Jeep Compass,A strong contender,"                by Stacy Q                from Portsmouth, RI                on Wed Apr 04 2018",www.cars.com,5
303,Jeep Compass,This is the first time I didn’t have to compromis,"                by Manopy                from Barrie, Ontario                on Tue Jul 24 2018",www.cars.com,5
304,Jeep Compass,Awsome vehicle,                by Cruzdog                from st clair shores                on Thu Aug 16 2018,www.cars.com,5
305,Jeep Compass,jrmymm,"                by jrmymm                from oldsmar, FL                on Wed Jun 27 2018",www.cars.com,5
306,Jeep Compass,My new jeep,                by Jerms8403                on Fri Aug 24 2018,www.cars.com,5
307,Jeep Compass,Very dependable vehicle with lots of room.,                by CaitYoung                from Booneville Ms                on Thu Feb 22 2018,www.cars.com,5
308,Jeep Compass,Jeep Compass,"                by LaineAM                from Milledgeville,Georgia                on Wed Mar 14 2018",www.cars.com,5
309,Jeep Compass,Finally back in a Jeep!,"                by MikeA                from Hendersonville, NC                on Mon Jan 08 2018",www.cars.com,5
310,Jeep Compass,First Car Purchase,"                by jv524                from Philadelphia, PA                on Sun Jul 22 2018",www.cars.com,5
311,Jeep Compass,Grand Cherokee's baby brother,                by Dadhimself                on Thu Jan 11 2018,www.cars.com,5
312,Jeep Compass,so far its the best car i have owned,"                by dmanns1                from LAGRANGE, IN                on Thu Aug 16 2018",www.cars.com,5
313,Jeep Compass,Best Car I’ve Ever Owned!,"                by OliviaB                from Augusta, GA                on Tue Dec 25 2018",www.cars.com,5
314,Jeep Compass,Great vehicle for the price,                by Sherryl064                from Michigan                on Wed Nov 15 2017,www.cars.com,5
315,Jeep Compass,So extremely happy with my purchase.,                by Amanda83                from Biglerville                on Wed Feb 21 2018,www.cars.com,5
316,Jeep Compass,Best car I ever owned,                by Texi                from Orlando fl                on Sat Dec 22 2018,www.cars.com,5
317,Jeep Compass,I love the car I bought.,                by Lynn                from Cissna park                on Thu Dec 20 2018,www.cars.com,5
318,Jeep Compass,it has so many features to get use to,"                by ramapo                from halfmoon,ny                on Sat Nov 04 2017",www.cars.com,5
319,Jeep Compass,Overall is cool,                by Alfred                on Mon Jan 29 2018,www.cars.com,5
320,Jeep Compass,Good car,                by Pia                from Bronx                on Mon Mar 26 2018,www.cars.com,5
321,Jeep Compass,best JEEP I've leased,"                by tonydips                from NY, NY                on Fri Mar 09 2018",www.cars.com,5
322,Jeep Compass,First Car Purchase,"                by jv524                from Philadelphia, PA                on Sun Jul 22 2018",www.cars.com,5
323,Jeep Compass,Grand Cherokee's baby brother,                by Dadhimself                on Thu Jan 11 2018,www.cars.com,5
324,Jeep Compass,Consumer reports rated the Jeep Compass on the low,                by Stapes                on Wed Apr 04 2018,www.cars.com,5
325,Jeep Compass,Very comfort,"                by lovesuv's                from katy,texas                on Tue May 22 2018",www.cars.com,5
326,Jeep Compass,Great vehicle for the price,                by Sherryl064                from Michigan                on Wed Nov 15 2017,www.cars.com,5
327,Jeep Compass,Rented one and 3 days later own one.,                by Cygnusrx                from Van nuys                on Sat Apr 21 2018,www.cars.com,5
328,Jeep Compass,So extremely happy with my purchase.,                by Amanda83                from Biglerville                on Wed Feb 21 2018,www.cars.com,5
329,Jeep Compass,Nicest car interior I have owned,"                by Jeffer83                from Thunder Bay, Ontario                on Mon Aug 20 2018",www.cars.com,5
330,Jeep Compass,Best Jeep I've leased,                by foxwomyn                from Warren MI                on Wed Feb 07 2018,www.cars.com,5
331,Jeep Compass,This is very easy to drive. Drove great in snow.,"                by mamaboley                from 9833 Louisville st , Ohio                on Wed Apr 25 2018",www.cars.com,5
332,Jeep Compass,Worst car ever owned !,"                by Frank                from Roanoke, VA                on Fri Feb 08 2019",www.cars.com,5
333,Jeep Compass,Beautiful,                by Macias21                from Ponca City                on Thu Jan 31 2019,www.cars.com,5
334,Jeep Compass,rkilpatrick,                by rkilpatrick                from ravennaakron ohio                on Tue Aug 28 2018,www.cars.com,5
335,Jeep Compass,First Car Purchase,"                by jv524                from Philadelphia, PA                on Sun Jul 22 2018",www.cars.com,5
336,Jeep Compass,Grand Cherokee's baby brother,                by Dadhimself                on Thu Jan 11 2018,www.cars.com,5
337,Jeep Compass,2nd compass bought,"                by jans card                from ocala,fl                on Fri Mar 23 2018",www.cars.com,5
338,Jeep Compass,Very Reliable,                by East Oregonian                on Thu Feb 22 2018,www.cars.com,5
339,Jeep Compass,Great vehicle for the price,                by Sherryl064                from Michigan                on Wed Nov 15 2017,www.cars.com,5
340,Jeep Compass,Very nice interior,"                by zachroweaudio                from Raleigh, NC                on Mon Feb 11 2019",www.cars.com,5
341,Jeep Compass,THE JEEP US JUST OK,"                by Miss my Hyundai                from Las vegas, nevada                on Fri Feb 15 2019",www.cars.com,5
342,Jeep Compass,Impressed,"                by Doug                from Canon City, CO                on Fri Mar 08 2019",www.cars.com,5
343,Jeep Compass,Jeep Compass Awesome!,"                by AC                from Schenectady, NY                on Tue Oct 03 2017",www.cars.com,5
344,Jeep Compass,In love with this car,                by Alyssa                on Mon Nov 13 2017,www.cars.com,5
345,Jeep Compass,A great SUV,"                by SG                from Carroll, MD                on Wed Mar 13 2019",www.cars.com,5
346,Jeep Compass,Love it!,                by RoxyB                from Janesville WI                on Mon Nov 27 2017,www.cars.com,5
347,Jeep Compass,Wife loves it,"                by Sammy Scal                from Hazleton, Pa                on Sun Mar 17 2019",www.cars.com,5
348,Jeep Compass,So far so good,                by Annie                from Uxbridge                on Fri Mar 22 2019,www.cars.com,5
349,Jeep Compass,My dream car,"                by MarkL                from Hartford, CT                on Sat Mar 30 2019",www.cars.com,5
350,Jeep Compass,Great vehicle for the price,                by Sherryl064                from Michigan                on Wed Nov 15 2017,www.cars.com,5
351,Jeep Compass,So extremely happy with my purchase.,                by Amanda83                from Biglerville                on Wed Feb 21 2018,www.cars.com,5
352,Jeep Compass,it has so many features to get use to,"                by ramapo                from halfmoon,ny                on Sat Nov 04 2017",www.cars.com,5
353,Jeep Compass,I love it. Such a nice drive,                by LB0523                from West Babylon                on Thu Aug 09 2018,www.cars.com,5
354,Jeep Compass,Just right,                by deb1262                from Central NJ                on Sun May 20 2018,www.cars.com,5
355,Jeep Compass,My new jeep,                by Jerms8403                on Fri Aug 24 2018,www.cars.com,5
356,Jeep Compass,Most reliable vehicle I've ever own,                by Saul797                from Prince George BC                on Tue Oct 16 2018,www.cars.com,5
357,Jeep Compass,love my compass,                by mrn99                from pompano beach                on Wed Oct 17 2018,www.cars.com,5
358,Jeep Compass,Best car I've owned.,"                by ZoeD                from Detroit, Mi                on Fri Oct 19 2018",www.cars.com,5
359,Jeep Compass,Great choice!,                by Lizard                from East Syracuse                on Sat Oct 20 2018,www.cars.com,5
0,Jeep Compass,On our first trip we averaged 30+ miles to the gallon.  The only reason I gave it one less star on the comfort is my last car was an Escalade.  Hard to compare.  I really love driving this car and am looking forward to see what she will do in the winter.,                by Jeep Peep                from Farmington MN                on Fri Aug 03 2018,www.cars.com,5
1,Jeep Compass,This vehicle has space for our family to grow while also remaining stylish. My future wife doesn’t have to worrying about getting stuck in the snow either with the 4wd. The car also picks up faster than expected. Completely satisfied,                by Willd1123                on Sun Jul 22 2018,www.cars.com,5
2,Jeep Compass,"This car is excellent. Everything about this car is great. It gets good gas mileage, the technology it wonderful, and there’s plenty of room with it being a smaller SUV.","                by m_fairfield5                from Fisher, IL                on Wed Mar 07 2018",www.cars.com,5
3,Jeep Compass,"Everything is great except for one thing. We dislike the stop/start feature. It does not save gas like they say it does and the fact it has to be hard on the engine and the starter and the fact if the system fail to start back up , it may leave a family stuck in a dangerous traffic situationI was not use to it and gave it too much acceleration and nearly rear ended the car in front of me This device is a big joke.","                by Campman1965                from Bethel , Pa.                on Sat Jan 12 2019",www.cars.com,5
4,Jeep Compass,Great car for the money. It’s very quiet at 70mph. rides very good lot better than a wrangler. The cabin is surprisingly roomy. trunk not near as big as a Tahoe but it’s got enuff room for groceries or a couple of suitcases. Running 65 or 70 I’ll get 31 or 32 mpg in the city easing around I’ll get 27 or 28. Well that was the good time for the bad. Um the biggest thing I wished it had was about 50 more horsepower. I got the 6speed manual because the 9 speed is awful it changes constantly it’s never in the right gear and if you need to get out of the way quickly in case of a emergency say prayer you will have time. What I’m mean by that is if you are running 55 and you are wanting to pass some one make sure you plenty of room because from the time you press down on the gas pedal it will take the automatic 15 sec to find the right gear. One thing I don’t like is every model except the trail hawk comes with a plastic guard that hangs way below the bumper and it drags stuff very easily that need to be deleted at least for 4x4s. The last two things I dislike or would change if could is just nit picking stuff. Little bit lower first gear on the 6speed manual. Last is when you engage the 4x4 there’s also a 4x4 lock button but it doesn’t lock all 4 wheels in. It has the equipment to put power to all 4 wheels at once but the computer want let it. Ok that long I know just wanted to be specific. Conclusion for me was positives out weight the negatives by a lot. There is other SUV’s I’d rather have but there 45to 55k. To me this is the best 4x4 in this size for the money. I payed 22000 for mine now days you are not going to get a lot for that. Happy car hunting ’,"                by Tyler1022                from Asheville, NC                on Sat Nov 10 2018",www.cars.com,5
5,Jeep Compass,"I traded my worn out 2003 GMC Envoy for a 2018 preowned Compass Latitude package plus some add on Limited extras.  I could not be more pleased with the comfort, styling and performance of this vehicle.   This is my ""retirement"" vehicle so staying within a fixed income budget was a priority.   Some complain the 4 cylinder engine isn't responsive but it has plenty of zip and acceleration as far as I'm concerned.  Along with the 8.4 inch display, rear camera, UConnect, lane sensing, etc., the electronics package is a pure joy.   The car had 18K on it which didn't bother me at all.  I'll drive it for another 120K if not more.  Truth be told, I originally had my heart set on a Renegade but after a test drive the suspension was just a little more bumpy than I could handle.  The next step up was a Compass which I had never really considered.  After the test drive I was sold.  It came home with me the next day.   Sure, you always want more but it also comes with a price tag.  I would have loved heated seats,  sitting up a bit higher on the frame,  power passenger seat but then you need to start looking in the 30-40K range to get into a preowned Terrain, Explorer, etc.  I landed this for 22K.  Did I mention this vehicle had the dual section sun/moon roof  I'm a star gazer so I could not resist :-","                by Kansas 2018 Jeep Compass Fan                from Manhattan, KS                on Thu Dec 06 2018",www.cars.com,5
6,Jeep Compass,"Now that I have 6k miles on my Compass I feel safe to say.I LOVE IT! I live in an area with 4 seasons and when we were covered with 6-10 inches of snow I had NO PROBLEMS getting around with the 4x4 snow option. I love the convenience of an SUV and the fuel economy of a full size car. I got the limited with all the features and it just made me fall even more in love with it. The 8"" display is beautiful. Paired with Android Auto it makes the navigation display on the screen so easy to see and follow. The leather heated seats AUTOMATICALLY turn on when the temp is below freezing with remote start! So when I get in my Jeep I'm nice and toasty. The power lift gate is so convenient when trying to load groceries in a hurry if it is cold or raining. I hit the lift gate button when I exit the store and it's open and ready for me to toss it all in, then push a button and it closes by itself. This is so great when your car is covered in salt from the treated roads and you don't have to get it all over you! The little things matter You appreciate it when you're in those moments. I have 2 kids and my fiance and I like to golf We have no issues with the available space. The seats fold down if we need some extra room for the clubs. The panoramic sun roof is beautiful The day I bought it we were headed for the beach and it was so great being able to practically open the entire roof and let the sun shine on in. I get compliments daily on the style. I have the upgraded rims and the limited trim and everyone comments on how stylish it is. It stands out from the base model compass that's for sure. In summary, you'll love this Jeep. The limited may be a little pricey compared to the base model but you won't be disappointed in the purchase. All the extras really make this the most enjoyable vehicle I've ever owned. Thanks JEEP!",                by Spinning                from STEUBENVILLE OH                on Fri Feb 08 2019,www.cars.com,5
7,Jeep Compass,"I'm thoroughly impressed with the overall package. Looks great, very comfortable. Very good fuel economy for a 4x4 SUV. Wish it had a little stronger acceleration, but it's not bad. I love the six speed manual.","                by Iamthewalrus653                from Bay City, Mi                on Thu Nov 01 2018",www.cars.com,5
8,Jeep Compass,"My 2018 Jeep Compass Limited left me stranded twice. Both times it would not start. They were unable to find the problem. Two trips to the dealer. First time it had a little over 200 miles on it second time 3,500 miles on it. Battery is good, charges, mechanic thinks there is something that is causing the battery to lose charge, but, is unable to figure it out. I am now involved with FCA Customer Care . Hoping for a fix to the car,as, it is fun to drive when it works. Comfortable for me , fun panoramic sunroof, and a nice radio. Though being worried every time I go to start it , is not a nice way to feel. This is a safety issue. I would not buy this car againToo many hassles with the car and aspects of having to work with FCA. I am very happy to read of all the people that are loving their cars. It gives me hopeBe sure you purchase the extra rental policy with the car",                by Waitingforafix                from Ct                on Sun Jan 13 2019,www.cars.com,5
9,Jeep Compass,"This is the second Jeep (and only the second car I've owned. I ran my first Jeep (an '02 Liberty, for 11 years and she's still going out there somewhere. I decided to stick with Jeep, but needed something better on gas and even better reliability since I commute in and out of the city. So I went with the '18 Jeep Compass. I've had it for going on 4 months now and so far I have zero complaints. It's a slick design inside and out. Smooth ride, good on gas, roomy, feels safe, great limited package. The ONLY thing I don't like so far is the automatic engine shut-off. I, at this point, habitually just turn it off manually before I go anywhere. It's more of a pain than anything. Based off of other reviews, I'm not too concerned with its performance in snow. My Liberty was typically fine with it, I'm sure the Compass will be just fine.","                by caseyd                from Washington, DC                on Wed Jun 26 2019",www.cars.com,5
10,Jeep Compass,"My wife and I purchased this vehicle to have a safe and comfortable 4x4 for our new baby. This vehicle drives like a luxury vehicle. It is very smooth on handling, very smooth shifting and just great vehicle overall. This vehicle gets better gas mileage than my wife's Mazda 3 used to get. The interior is very comfortable as well. I would recommend spending an extra couple hundred dollars and getting the heated seats and steering wheel in cold climate areas. Great handling in the snow. It has settings for sand and mud but my wife won't let me take it in the sand or mud =","                by Chris                from Front Royal, VA                on Wed Jan 23 2019",www.cars.com,5
11,Jeep Compass,"This compact SUV meets all of your Jeep expectations.  Even though it’s compact, it exceeds what I was expecting. It performs beautifully in the snow and regular conditions. The features of High Intensity Lights, auto start, power lift gate, leather interior and a beautiful panoramic sunroof make you feel like you are driving a luxury vehicle.","                by Bella                from Buffalo, NY                on Fri Dec 07 2018",www.cars.com,5
12,Jeep Compass,"This SUV is designed with safety,quality,comfort,and ease of use of the many components in the vehicle.This is the best built vehicle I have ever owned.","                by Harpo 7                from Freeland,Pa.                on Fri Dec 14 2018",www.cars.com,5
13,Jeep Compass,Excellent in snow. Forget to turn it off because its so quiet and smooth. Ride and maneuverbility are excellent. Its like a sports car 4x4 and luxury car all in one,                by NoLie                from Elkhart IN                on Tue Jan 29 2019,www.cars.com,5
14,Jeep Compass,"If you blindfolded me and put me in the driver's seat I would never know I was driving a Jeep. I got the 2018 FWD limited with the tech packageSluggish acceleration and the engine sounds like crap when you push it, good luck passing anyone. Inside is roomy and comfy  and looks great, love the huge moon roof. Also no longer comes with a spare tire, only an air compressor when the spare should be. Uconect crashes at the most inopportune times and when it does work is often slow to respond when you tap the touch screen, XM radio signal not so great. Back up camera entirey too bright, HATE the Eco option, makes me feel like I'm stalling out and then when it fired back up there is a delay that makes stop signs and turning dangerous when you need to be quick. Also if you open the door to back up close to something the Ebrake automatically turns on, you can turn it off after the fact but it's old after only a week.Perfect as far as size goes, bigger than a Renegade but smaller than the Grand Cherokee. Condensation build up in the headlights 2nd day after purchase. Dealer looking at it today, going to ask if I can upgrade to the Grand Cherokee. For $25,000 I expect more power than a 1st Gen Prius","                by AmandaD21120                from Monkton, MD                on Sat Mar 02 2019",www.cars.com,5
15,Jeep Compass,The limited version has more bells and whistles that I have not even figured out.  The car drive smoothly not as much power as a V6 but still has the get up and go.  The leather seats are comfortable and easy to clean.  The heated seats and steering wheel are nice features.  The safety on the vehicle is great.,"                by John                from Kingsport, TN                on Wed Feb 27 2019",www.cars.com,5
16,Jeep Compass,"Overall I’m very pleased with the Jeep.  Very comfortable ride.  The narrow wheelbase is an issue on icy roads with above average winds.  I haven’t come close to the “expected” fuel mileage.  It has great ground clearance and I put it through the paces in heavy snow. Didn’t ever feel like I might get stuck.  Honestly- I was impressed.  Handled nicely.  Small pet leave.  It’s hard to fully clean the back window with the overhang.  Big pet peeve.  If your going to put auto start in a vehicle, put one in that works.  I shouldn’t have to be line of sight and within arms reach for it to work.  Seriously $30,000 and I had to go buy an Astro start.  What joke. Decent vehicle.",                by TJ                from Alexandria MN                on Thu Feb 21 2019,www.cars.com,5
17,Jeep Compass,"What can I say, it's a wicked awesome ride. Beautiful car, with a loaded interior. I won't want another car even if you paid me 💗💗","                by CNB                from Belmont, MA                on Wed Aug 21 2019",www.cars.com,5
18,Jeep Compass,"Confortable, fancy, great in the snow and its a Jeep!My favorite feature is the heated steering wheel. Has the space I need for my family.","                by Lidia                from Mendon, MA                on Sat Dec 15 2018",www.cars.com,5
19,Jeep Compass,Love the ride and handling. Very comfortable seating.  Have driven 1k miles each month we've owned it.  Plenty of storage behind second seat.Only drawback to us is that headlights don't go on automatically when using wipers.,"                by AJP/owner                from Bay City, Mi                on Fri Aug 09 2019",www.cars.com,5
20,Jeep Compass,Love the power looks great on outside and inside  kind of hard to get in and out of back seat .really wish it had bigger gas tank.,                by Faster the better                from Minden ont mostly in the sticks.                on Sun Aug 19 2018,www.cars.com,5
21,Jeep Compass,If you’re shopping for a new car or Jeep hawk Chrylser dodge Jeep in forest park is the best place The for a great deal.,                by Bella Bella                from Maywood                on Wed Jan 16 2019,www.cars.com,5
22,Jeep Compass,"This is the best car that I have driven.  It has a lot of leg room.  As soon as I sat in this car, I knew this was the car for me.  The ride smooth and the handle is great.  I really did a good job getting this vehicle.  Luv it!","                by Denise69                from Hamilton, NJ                on Tue May 01 2018",www.cars.com,5
23,Jeep Compass,"This is the second Jeep I've owned.  I had a Cherokee in '98.  The Compass is a manual transmission which is so much fun.  Even though it's a little 4cyl, it's got pep.  Inside space is roomy.  Cargo space is pretty good, too, when I put the back seats down.  I love the new body style, looks like a baby Grand Cherokee, but WAY better MPG!!!  I've always wanted a Wrangler, but opted for something great on gas to get me around town!","                by Shannonk                from Myrtle Beach, SC                on Thu Dec 20 2018",www.cars.com,5
24,Jeep Compass,"It is the best car I’ve owned! The drive is smooth and the interior is so nice. Love all the features it offers, touch screen heated seats and remote start are my main favorites",                by Page                from Michigan                on Fri Mar 09 2018,www.cars.com,5
25,Jeep Compass,We have owned Jeep products for ten years and this one is the absolute best of them all. From Wrangler to Renegade We are Jeep to the bone. This new Compass Trailhawk is awesome!,"                by The Breeze 44                from Yulee ,Florida                on Fri Dec 07 2018",www.cars.com,5
26,Jeep Compass,"My previous car had trouble getting around in the snow. I had to have a Jeep with 4 wheel drive, I've owned it for a month now and just love it! But, has it snowed since  NO",                by Lac16701                from Bradford. PA                on Fri Dec 28 2018,www.cars.com,5
27,Jeep Compass,This Jeep is an excellent value and has amazing visual appeal !! It’s sleek and provides great gas mileage . And LOOKS SHARP! It is a smooth ride and has the stylish features of the typical JEEP,                by LauraM                from London Ontario                on Thu Dec 06 2018,www.cars.com,5
28,Jeep Compass,"I'm writing this review because all of them I read seem to be on the new Compass.  We bought ours new in 2013.  It's a 2014.  I can't imagine a more reliable, more useful vehicle.  You could say it's my wife's car, but I do drive it from time to time.  I'm 6'2"" tall.  The thing I noticed most the first time I got in it was the head room I had.  I have more in the Compass than I have in my 2018 Chevy Silverado.  Simply put, after 5 years and about 35,000 miles, we have zero complaints.  I've been urging her to go get another new one, but she likes this one too much to turn loose of it.  Suits me.",                by Marv and Jeannie                from Tx                on Mon Jul 30 2018,www.cars.com,5
29,Jeep Compass,"It is unbelievable what jeep has built around a 9speed 4cyl 4x4.I had to put fuel economy first,but couldn’t buy a car or 2wd slug,this jeep gives me more than I need in a compact economical pkg.",                by Jfarrior3                from Virginia Beach VA                on Sun Dec 02 2018,www.cars.com,5
30,Jeep Compass,This Jeep is an excellent value and has amazing visual appeal !! It’s sleek and provides great gas mileage . And LOOKS SHARP! It is a smooth ride and has the stylish features of the typical JEEP,                by LauraM                from London Ontario                on Thu Dec 06 2018,www.cars.com,5
31,Jeep Compass,If you’re shopping for a new car or Jeep hawk Chrylser dodge Jeep in forest park is the best place The for a great deal.,                by Bella Bella                from Maywood                on Wed Jan 16 2019,www.cars.com,5
32,Jeep Compass,"It is the best car I’ve owned! The drive is smooth and the interior is so nice. Love all the features it offers, touch screen heated seats and remote start are my main favorites",                by Page                from Michigan                on Fri Mar 09 2018,www.cars.com,5
33,Jeep Compass,"This is the second Jeep I've owned.  I had a Cherokee in '98.  The Compass is a manual transmission which is so much fun.  Even though it's a little 4cyl, it's got pep.  Inside space is roomy.  Cargo space is pretty good, too, when I put the back seats down.  I love the new body style, looks like a baby Grand Cherokee, but WAY better MPG!!!  I've always wanted a Wrangler, but opted for something great on gas to get me around town!","                by Shannonk                from Myrtle Beach, SC                on Thu Dec 20 2018",www.cars.com,5
34,Jeep Compass,Absolutely love this car. I’ve had a jeep before but nothing compares to the compass. Has great gas mileage for a 4x4 and goes through just about anything.,"                by Shelbyrei                from Alliance, OH                on Wed Dec 05 2018",www.cars.com,5
35,Jeep Compass,"This vehicle is so amazing, and I just love it so much. I’m still getting used to some things, but that’s because I went from an ‘06 car, to a ‘18 SUV. It’s very spacious, easy to drive, and comfortable to ride in. I am very happy with my decision, and love everything about my car!","                by Runner1233                from Monticello, MN                on Mon Jun 03 2019",www.cars.com,5
36,Jeep Compass,"Silver Billet is the color on exterior,Black interior.nice ride for a smaller s.u.v. .Handles well on curves.I had a Renagade  before ,Compass has more room.",                by silver bullet                from haverhill Ma.                on Mon Feb 25 2019,www.cars.com,5
37,Jeep Compass,"I'm writing this review because all of them I read seem to be on the new Compass.  We bought ours new in 2013.  It's a 2014.  I can't imagine a more reliable, more useful vehicle.  You could say it's my wife's car, but I do drive it from time to time.  I'm 6'2"" tall.  The thing I noticed most the first time I got in it was the head room I had.  I have more in the Compass than I have in my 2018 Chevy Silverado.  Simply put, after 5 years and about 35,000 miles, we have zero complaints.  I've been urging her to go get another new one, but she likes this one too much to turn loose of it.  Suits me.",                by Marv and Jeannie                from Tx                on Mon Jul 30 2018,www.cars.com,5
38,Jeep Compass,Its compact but big enough to hold all my stuff in the back. Its big enough for the grandkids and I love it.  I downsized and thought I wouldn’t like a smaller car but it doesn’t feel like a smaller car.,"                by Narilyn                from Grove, Ok                on Wed Jun 05 2019",www.cars.com,5
39,Jeep Compass,"This car is great, fast and sleek. Its winter in Alaska so I use the snow mode all the time. Super steady on the road and feels great. Looks great, like the Grand Cherokee at half the cost, although the Cherokee is getting a makeover for 2019 too.Pros: Great driver, heated steering wheel and seats are a plus, and I love that they turn on automatically with the autostart (when its cold. Four doors, good headroom in the back even for a tall person. Storage in the rear fits two full side suitcases side by side. Electronic steering is  very smooth and easy. Some poeple might mention the engine being weak and it is anything but. I have the 2.4, and it has plenty of power. I dont know why someone needs to jump from 60 to 70 like a spring, but this can do that too. Its a smart transmission, very smooth and quiet. As much power as you will ever need, and then some.Cons: Cant get the seat into the perfect comfort spot. Doesnt have lumbar and it feels like it was just made for a smaller person. I'm 6'7"" so I didnt expect much. The headrest hits me in the back weird sometimes. The center armrest is also very firm. On a long drive, my elbow gets pretty sore. With the front seats moved back a lil, not much legroom in the back, even if there is headroom.Overall, great car at a great price. The Cherokee is maybe a little bigger for the same price, but I m not a fan of the current front end, next years model will be nice though. This is a mix of the great look, a great engine, and a new, sporty, all wheel drive, winter daily driver.","                by Rogue Jeep                from Seward, Ak                on Thu Jan 11 2018",www.cars.com,5
40,Jeep Compass,"Love the body style & the color! I'm a widow now & I've always wanted a red Jeep & finally, at 70, I got one! My husband needed a van for his business but I don't need a big van anymore. I love the Jeep Compass! It's fun to drive, looks great & gets great gas milage(28-32 mpg. It's just right for me!","                by Fiery xxxxx                from Montello, WI                on Fri Jun 29 2018",www.cars.com,5
41,Jeep Compass,"I have not had the Compass very long, so I honestly cannot speak to its reliability. In all other areas, it hits the mark. The interior is comfortable and the Latitude trim, with popular and cold weather groups, is well appointed with creature comforts. I have never owned a vehicle with a heated steering wheel, but I will from now on. I am a former Jeep Wrangler owner, the compass is not in any way, the off road beast the Wrangler was. So, if your goal is the same off road ability with an upgrade in comfort, don't buy the Compass. If you are looking for pointed style, comfort and technology while being able to get to work in the middle of a Noreaster, the Compass should be on your test drive list.About the issue of powerno, the Compass will not win many points, but we also own a '17 Equinox 4cyl. and the Compass is superior. It handles like a tight and smooth European sedan that allows the driver to feel confident under harsh conditions. I have owned several Honda Pilots and VW sedansthe Compass competes well with the Pilot (suv giant and VW (autobahn cruiser. It has very good marks for being safeand, its fun to drive and keeps my hands warm! Well done.",                by Steve1214                from Cranston                on Fri Jan 05 2018,www.cars.com,5
42,Jeep Compass,We bought this Jeep a few days ago. We got the ski gray and black leather seats and they look and feel great. It snowed today and my wife had 0 issues getting through it with the 4 wheel drive. We traded in a 2014 Cherokee and my wife while she really liked the Cherokee loves the Compass and is glad we bought it.  Everyone that has seen it loves the way it looks and the stylish interior. Also people are saying the engine and transmission are sluggish. We find it to be very smooth and for a 4 cylinder engine it actually picks up speed very well and is not sluggish at all.,                by upsmanchris                from MN                on Fri Dec 29 2017,www.cars.com,5
43,Jeep Compass,I moved from Florida to Denver Colorado. I had a FWD car that I put snow tires on and it didn't OK until a blizzard. I knew from that point on I wanted a 4 wheel drive but I couldn't find one I liked. Then I saw the Jeep compass. Colorado is known Jeep country because they do so well in the snow. I test drove it and bought it the same day. I have a limited and this thing is loaded. It has not disappointed in the snow and I only have all seasonal tires. This is not slow but it will not win any races but it is not a race horse but a work horse. I couldn't be happier with my purchase.,                by Jeepluvr                from Denver                on Thu Mar 15 2018,www.cars.com,5
